OG0000000	sp|C0HL66|H33A_DROME Histone H3.3A OS=Drosophila melanogaster OX=7227 GN=His3.3A PE=1 SV=1
OG0009724	sp|Q8C033|ARHGA_MOUSE Rho guanine nucleotide exchange factor 10 OS=Mus musculus OX=10090 GN=Arhgef10 PE=1 SV=2
OG0009725	sp|Q22909|HM30_CAEEL Homeobox protein goosecoid OS=Gallus gallus OX=9031 GN=GSC PE=2 SV=2
OG0009731	sp|Q7XPJ0|KN14I_ORYSJ Kinesin-like protein KIN-14I OS=Oryza sativa subsp. japonica OX=39947 GN=KIN14I PE=2 SV=1
OG0009735	sp|P55878|GLI1_CHICK Zinc finger protein GLI1 (Fragment) OS=Gallus gallus OX=9031 GN=GLI1 PE=2 SV=1
OG0009737	sp|P49888|ST1E1_HUMAN Estrogen sulfotransferase OS=Homo sapiens OX=9606 GN=SULT1E1 PE=1 SV=1
OG0009738	sp|P13097|ESM7_DROME Enhancer of split m7 protein OS=Drosophila melanogaster OX=7227 GN=E(spl)m7-HLH PE=1 SV=1
OG0009739	sp|Q9X839|CYC2_STRCO Germacradienol/geosmin synthase OS=Streptomyces coelicolor (strain ATCC BAA-471 / M145) OX=100226 GN=cyc2 PE=1 SV=3
OG0009740	sp|A9UMS3|PHB2_XENTR Prohibitin-2 OS=Xenopus tropicalis OX=8364 GN=phb2 PE=2 SV=1
OG0009741	sp|A2BE28|LAS1L_MOUSE Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l PE=1 SV=1
OG0009742	sp|Q19AV6|ZSWM7_HUMAN Zinc finger SWIM domain-containing protein 7 OS=Homo sapiens OX=9606 GN=ZSWIM7 PE=1 SV=1
OG0009748	sp|Q1JPS6|OPN4L_DANRE Melanopsin-like OS=Danio rerio OX=7955 GN=opn4l PE=2 SV=1
OG0009749	sp|Q9W3V8|ALG8_DROME Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-13-glucosyltransferase OS=Drosophila melanogaster OX=7227 GN=xit PE=2 SV=1
OG0009750	sp|P54145|AMT1_CAEEL Putative ammonium transporter 1 OS=Caenorhabditis elegans OX=6239 GN=amt-1 PE=3 SV=1
OG0009752	sp|P04323|POL3_DROME Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=3 SV=1
OG0009755	sp|A7Y7X5|ZN711_DANRE Zinc finger protein 711 OS=Danio rerio OX=7955 GN=znf711 PE=1 SV=1
OG0009756	sp|Q9YD20|RNP4_AERPE Ribonuclease P protein component 4 OS=Aeropyrum pernix (strain ATCC 700893 / NBRC 100138
OG0009758	sp|O61366|GPRS_DROME Serine-enriched protein OS=Drosophila melanogaster OX=7227 GN=gprs PE=4 SV=3
OG0009759	sp|P20023|CR2_HUMAN Complement receptor type 2 OS=Homo sapiens OX=9606 GN=CR2 PE=1 SV=2
OG0009760	sp|Q9ER58|TICN2_MOUSE Testican-2 OS=Mus musculus OX=10090 GN=Spock2 PE=1 SV=1
OG0009765	sp|Q8IZU3|SYCP3_HUMAN Synaptonemal complex protein 3 OS=Homo sapiens OX=9606 GN=SYCP3 PE=1 SV=1
OG0009775	sp|G8B839|MG101_CANPC Mitochondrial genome maintenance protein MGM101 OS=Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) OX=578454 GN=MGM101 PE=1 SV=1
OG0009776	sp|Q32P51|RA1L2_HUMAN Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens OX=9606 GN=HNRNPA1L2 PE=2 SV=2
OG0009778	sp|P37329|MODA_ECOLI Molybdate-binding protein ModA OS=Escherichia coli (strain K12) OX=83333 GN=modA PE=1 SV=1
OG0009780	sp|Q6P9J5|KANK4_MOUSE KN motif and ankyrin repeat domain-containing protein 4 OS=Mus musculus OX=10090 GN=Kank4 PE=1 SV=1
OG0009783	sp|Q5HZL5|B3G5A_XENLA Lactosylceramide 13-N-acetyl-beta-D-glucosaminyltransferase A OS=Xenopus laevis OX=8355 GN=b3gnt5-a PE=2 SV=1
OG0009784	sp|Q2KJ29|PCGF3_BOVIN Polycomb group RING finger protein 3 OS=Bos taurus OX=9913 GN=PCGF3 PE=2 SV=1
OG0009788	sp|P34697|SODC_CAEEL Superoxide dismutase
OG0009790	sp|P53441|CATR_NAEGR Caltractin OS=Naegleria gruberi OX=5762 GN=CTN PE=2 SV=1
OG0009791	sp|Q8BH79|ANO10_MOUSE Anoctamin-10 OS=Mus musculus OX=10090 GN=Ano10 PE=1 SV=1
OG0009793	sp|Q9BPU9|B9D2_HUMAN B9 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=B9D2 PE=1 SV=2
OG0009794	sp|Q3SX30|PSMF1_BOVIN Proteasome inhibitor PI31 subunit OS=Bos taurus OX=9913 GN=PSMF1 PE=2 SV=2
OG0009795	sp|Q9CQ85|TIM22_MOUSE Mitochondrial import inner membrane translocase subunit Tim22 OS=Mus musculus OX=10090 GN=Timm22 PE=1 SV=1
OG0009796	sp|P55112|NAS4_CAEEL Zinc metalloproteinase nas-4 OS=Caenorhabditis elegans OX=6239 GN=nas-4 PE=2 SV=4
OG0009798	sp|A1XBS5|FA92A_HUMAN Protein FAM92A OS=Homo sapiens OX=9606 GN=FAM92A PE=1 SV=2
OG0009799	sp|O88495|MTR1L_MOUSE Melatonin-related receptor OS=Mus musculus OX=10090 GN=Gpr50 PE=2 SV=3
OG0009801	sp|P20918|PLMN_MOUSE Plasminogen OS=Mus musculus OX=10090 GN=Plg PE=1 SV=3
OG0009805	sp|Q8CHS2|DJC22_MOUSE DnaJ homolog subfamily C member 22 OS=Mus musculus OX=10090 GN=Dnajc22 PE=1 SV=1
OG0009806	sp|Q96P56|CTSR2_HUMAN Cation channel sperm-associated protein 2 OS=Homo sapiens OX=9606 GN=CATSPER2 PE=1 SV=2
OG0009812	sp|Q80VP5|CL065_MOUSE Probable peptide chain release factor C12orf65 homolog mitochondrial OS=Mus musculus OX=10090 PE=1 SV=1
OG0009813	sp|Q71MM5|DMRT1_DANRE Doublesex- and mab-3-related transcription factor A2 OS=Xenopus tropicalis OX=8364 GN=dmrta2 PE=2 SV=1
OG0009814	sp|Q92997|DVL3_HUMAN Segment polarity protein dishevelled homolog DVL-3 OS=Homo sapiens OX=9606 GN=DVL3 PE=1 SV=2
OG0009815	sp|Q6PDN3|MYLK_MOUSE Myosin light chain kinase smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=3
OG0009816	sp|Q791N7|RPA12_MOUSE DNA-directed RNA polymerase I subunit RPA12 OS=Mus musculus OX=10090 GN=Znrd1 PE=1 SV=1
OG0009818	sp|Q969G6|RIFK_HUMAN Riboflavin kinase OS=Homo sapiens OX=9606 GN=RFK PE=1 SV=2
OG0009819	sp|Q1HE58|RB27A_CANLF Ras-related protein Rab-27A OS=Canis lupus familiaris OX=9615 GN=RAB27A PE=2 SV=1
OG0009820	sp|Q400C7|AMZ2_RAT Archaemetzincin-2 OS=Rattus norvegicus OX=10116 GN=Amz2 PE=2 SV=2
OG0009822	sp|P41044|CAB32_DROME Calbindin-32 OS=Drosophila melanogaster OX=7227 GN=Cbp53E PE=2 SV=1
OG0009823	sp|Q9NPF2|CHSTB_HUMAN Carbohydrate sulfotransferase 11 OS=Homo sapiens OX=9606 GN=CHST11 PE=1 SV=1
OG0009829	sp|Q9S7I8|CDC22_ARATH Cell division cycle 20.2 cofactor of APC complex OS=Arabidopsis thaliana OX=3702 GN=CDC20-2 PE=1 SV=1
OG0009840	sp|Q9H165|BC11A_HUMAN B-cell lymphoma/leukemia 11A OS=Homo sapiens OX=9606 GN=BCL11A PE=1 SV=2
OG0009841	sp|Q38898|AKT2_ARATH Potassium channel AKT2/3 OS=Arabidopsis thaliana OX=3702 GN=AKT2 PE=1 SV=1
OG0009843	sp|Q8IVV7|GID4_HUMAN Glucose-induced degradation protein 4 homolog OS=Homo sapiens OX=9606 GN=GID4 PE=1 SV=1
OG0009847	sp|Q63ZL3|HRG1A_XENLA Heme transporter hrg1-A OS=Xenopus laevis OX=8355 GN=slc48a1-a PE=2 SV=1
OG0009850	sp|Q2TBP2|HINFP_BOVIN Histone H4 transcription factor OS=Bos taurus OX=9913 GN=HINFP PE=2 SV=1
OG0009851	sp|Q5XJD3|FIP1_DANRE Pre-mRNA 3'-end-processing factor FIP1 OS=Danio rerio OX=7955 GN=fip1l1 PE=1 SV=1
OG0009856	sp|O94972|TRI37_HUMAN E3 ubiquitin-protein ligase TRIM37 OS=Homo sapiens OX=9606 GN=TRIM37 PE=1 SV=2
OG0009857	sp|B2RPY5|GP161_MOUSE G-protein coupled receptor 161 OS=Mus musculus OX=10090 GN=Gpr161 PE=1 SV=1
OG0009858	sp|Q9Y6Y8|S23IP_HUMAN SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP PE=1 SV=1
OG0009860	sp|Q28XE2|AN32A_DROPS Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Drosophila pseudoobscura OX=46245 GN=Anp32a PE=3 SV=2
OG0009861	sp|Q8K3J5|ZN131_MOUSE Zinc finger protein 131 OS=Mus musculus OX=10090 GN=Znf131 PE=1 SV=1
OG0009862	sp|A8X765|EGG1_CAEBR LDL receptor repeat-containing protein egg-1 OS=Caenorhabditis briggsae OX=6238 GN=egg-1 PE=3 SV=2
OG0009866	sp|P04839|CY24B_HUMAN Cytochrome b-245 heavy chain OS=Homo sapiens OX=9606 GN=CYBB PE=1 SV=2
OG0009868	sp|Q9LDU6|ST7R_ARATH 7-dehydrocholesterol reductase OS=Arabidopsis thaliana OX=3702 GN=DWF5 PE=1 SV=1
OG0009869	sp|Q1JQA4|TSN15_BOVIN Tetraspanin-15 OS=Bos taurus OX=9913 GN=TSPAN15 PE=1 SV=1
OG0009870	sp|Q8H166|ALEU_ARATH Thiol protease aleurain OS=Arabidopsis thaliana OX=3702 GN=ALEU PE=1 SV=2
OG0009872	sp|Q9U6Y6|GFPL_ANEMA GFP-like fluorescent chromoprotein amFP486 OS=Anemonia manjano OX=105399 PE=1 SV=1
OG0009875	sp|P80012|VWF_BOVIN von Willebrand factor (Fragment) OS=Bos taurus OX=9913 GN=VWF PE=1 SV=2
OG0009878	sp|Q57556|Y091_METJA Uncharacterized membrane protein MJ0091 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / NBRC 100440) OX=243232 GN=MJ0091 PE=1 SV=1
OG0009879	sp|Q5ZKQ8|ARL8A_CHICK ADP-ribosylation factor-like protein 8A OS=Gallus gallus OX=9031 GN=ARL8A PE=2 SV=1
OG0009883	sp|Q9W0T1|NU301_DROME Nucleosome-remodeling factor subunit NURF301 OS=Drosophila melanogaster OX=7227 GN=E(bx) PE=1 SV=2
OG0009888	sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2
OG0009891	sp|B4E2M5|ANR66_HUMAN Ankyrin repeat domain-containing protein 66 OS=Homo sapiens OX=9606 GN=ANKRD66 PE=2 SV=2
OG0009892	sp|Q2M2S8|ALKB7_BOVIN Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7 mitochondrial OS=Bos taurus OX=9913 GN=ALKBH7 PE=2 SV=1
OG0009893	sp|Q9M0R5|ATL36_ARATH Putative RING-H2 finger protein ATL36 OS=Arabidopsis thaliana OX=3702 GN=ATL36 PE=3 SV=1
OG0009896	sp|P20611|PPAL_RAT Lysosomal acid phosphatase OS=Rattus norvegicus OX=10116 GN=Acp2 PE=1 SV=1
OG0009897	sp|O14649|KCNK3_HUMAN Potassium channel subfamily K member 3 OS=Homo sapiens OX=9606 GN=KCNK3 PE=1 SV=1
OG0009898	sp|Q9USK1|YJ2B_SCHPO Uncharacterized bolA-like protein C4B3.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC4B3.11c PE=3 SV=1
OG0009901	sp|A2VDZ9|VAPB_BOVIN Vesicle-associated membrane protein-associated protein B OS=Bos taurus OX=9913 GN=VAPB PE=2 SV=1
OG0009902	sp|P52922|LKHA4_DICDI Leucine aminopeptidase OS=Dictyostelium discoideum OX=44689 GN=lkhA PE=2 SV=2
OG0009905	sp|Q58DC2|DCAF4_BOVIN DDB1- and CUL4-associated factor 4 OS=Bos taurus OX=9913 GN=DCAF4 PE=2 SV=1
OG0009906	sp|F0NBH8|KMT_SULIR Protein-lysine N-methyltransferase OS=Sulfolobus islandicus (strain REY15A) OX=930945 GN=SiRe_1449 PE=1 SV=1
OG0009910	sp|Q5RFH0|ATP5L_PONAB ATP synthase subunit g mitochondrial OS=Pongo abelii OX=9601 GN=ATP5MG PE=3 SV=1
OG0009918	sp|O94827|PKHG5_HUMAN Pleckstrin homology domain-containing family G member 5 OS=Homo sapiens OX=9606 GN=PLEKHG5 PE=1 SV=3
OG0009925	sp|Q8CH09|SUGP2_MOUSE SURP and G-patch domain-containing protein 2 OS=Mus musculus OX=10090 GN=Sugp2 PE=1 SV=2
OG0009931	sp|Q500Z2|ZDH20_ARATH Probable protein S-acyltransferase 15 OS=Arabidopsis thaliana OX=3702 GN=PAT15 PE=2 SV=1
OG0009934	sp|P10037|PIT1_RAT Pituitary-specific positive transcription factor 1 OS=Rattus norvegicus OX=10116 GN=Pou1f1 PE=1 SV=3
OG0009938	sp|Q9ESD7|DYSF_MOUSE Dysferlin OS=Mus musculus OX=10090 GN=Dysf PE=1 SV=3
OG0009941	sp|P28518|XPA_DROME DNA repair protein complementing XP-A cells homolog OS=Drosophila melanogaster OX=7227 GN=Xpac PE=2 SV=3
OG0009943	sp|P19336|CYR61_CHICK Protein CYR61 OS=Gallus gallus OX=9031 GN=CYR61 PE=2 SV=1
OG0009947	sp|P26928|HGFL_MOUSE Hepatocyte growth factor-like protein OS=Mus musculus OX=10090 GN=Mst1 PE=2 SV=2
OG0009949	sp|O69773|AMPC_PROST Beta-lactamase OS=Providencia stuartii OX=588 GN=ampC PE=3 SV=1
OG0009951	sp|Q91ZH7|ABHD3_MOUSE Phospholipase ABHD3 OS=Mus musculus OX=10090 GN=Abhd3 PE=1 SV=1
OG0009952	sp|O77460|IPYR_DROME Inorganic pyrophosphatase OS=Drosophila melanogaster OX=7227 GN=Nurf-38 PE=1 SV=3
OG0009953	sp|Q9IA31|GLI3_CHICK Transcriptional activator GLI3 (Fragment) OS=Gallus gallus OX=9031 GN=GLI3 PE=1 SV=1
OG0009956	sp|O16259|STIP1_CAEEL Stress-induced-phosphoprotein 1 OS=Caenorhabditis elegans OX=6239 GN=sti-1 PE=1 SV=1
OG0009959	sp|P37879|SYK_CRIGR Lysine--tRNA ligase OS=Cricetulus griseus OX=10029 GN=KARS PE=1 SV=1
OG0009962	sp|Q9VN27|LIPT2_DROME Putative lipoyltransferase 2 mitochondrial OS=Drosophila melanogaster OX=7227 GN=CG9804 PE=2 SV=1
OG0009964	sp|Q91W63|NRK1_MOUSE Nicotinamide riboside kinase 1 OS=Mus musculus OX=10090 GN=Nmrk1 PE=1 SV=1
OG0009965	sp|Q5I0K7|ALG13_RAT UDP-N-acetylglucosamine transferase subunit ALG13 homolog OS=Rattus norvegicus OX=10116 GN=Alg13 PE=1 SV=1
OG0009966	sp|Q2HJ61|PLPP2_BOVIN Phospholipid phosphatase 2 OS=Bos taurus OX=9913 GN=PLPP2 PE=2 SV=1
OG0009967	sp|Q8NDA2|HMCN2_HUMAN Hemicentin-2 OS=Homo sapiens OX=9606 GN=HMCN2 PE=2 SV=3
OG0009976	sp|P21522|ROA1_SCHAM Heterogeneous nuclear ribonucleoprotein A1 A2/B1 homolog OS=Schistocerca americana OX=7009 GN=HNRNP PE=2 SV=1
OG0009977	sp|Q7ZX53|S22FL_XENLA Solute carrier family 22 member 15-like OS=Xenopus laevis OX=8355 GN=slc22a15b PE=2 SV=1
OG0009979	sp|Q8BGR8|GSKIP_MOUSE GSK3B-interacting protein OS=Mus musculus OX=10090 GN=Gskip PE=2 SV=1
OG0009980	sp|Q95JD5|ST1B1_CANLF Sulfotransferase family cytosolic 1B member 1 OS=Canis lupus familiaris OX=9615 GN=SULT1B1 PE=1 SV=1
OG0009982	sp|P0C7N0|RWDD3_RAT RWD domain-containing protein 3 OS=Rattus norvegicus OX=10116 GN=Rwdd3 PE=2 SV=1
OG0009983	sp|Q98UK4|MAF_DANRE Transcription factor Maf OS=Danio rerio OX=7955 GN=maf PE=1 SV=1
OG0009986	sp|Q01177|PLMN_RAT Plasminogen OS=Rattus norvegicus OX=10116 GN=Plg PE=2 SV=2
OG0009992	sp|Q9ZT94|POLR2_ARATH Retrovirus-related Pol polyprotein from transposon RE2 OS=Arabidopsis thaliana OX=3702 GN=RE2 PE=4 SV=1
OG0009997	sp|Q6NRK8|THEM6_XENLA Protein THEM6 OS=Xenopus laevis OX=8355 GN=them6 PE=2 SV=1
OG0009998	sp|Q80W96|ISCA1_RAT Iron-sulfur cluster assembly 1 homolog mitochondrial OS=Rattus norvegicus OX=10116 GN=Isca1 PE=2 SV=1
OG0009999	sp|Q1LVQ7|ALX1_DANRE ALX homeobox protein 1 OS=Danio rerio OX=7955 GN=alx1 PE=2 SV=1
OG0010005	sp|C4N147|FABP1_DORPE Sodium/calcium exchanger regulatory protein 1 OS=Doryteuthis pealeii OX=1051067 PE=1 SV=1
OG0010006	sp|Q5ZJR8|ELOV6_CHICK Elongation of very long chain fatty acids protein 6 OS=Gallus gallus OX=9031 GN=ELOVL6 PE=2 SV=1
OG0010009	sp|P98107|LYAM2_BOVIN E-selectin OS=Bos taurus OX=9913 GN=SELE PE=2 SV=1
OG0010011	sp|Q6IP57|UBD2A_XENLA UBA-like domain-containing protein 2-A OS=Xenopus laevis OX=8355 GN=ubald2-a PE=2 SV=1
OG0010012	sp|Q8TBB1|LNX1_HUMAN E3 ubiquitin-protein ligase LNX OS=Homo sapiens OX=9606 GN=LNX1 PE=1 SV=1
OG0010013	sp|Q8BRM6|MEI4_MOUSE Meiosis-specific protein MEI4 OS=Mus musculus OX=10090 GN=Mei4 PE=1 SV=1
OG0010014	sp|Q29RL9|TCEA1_BOVIN Transcription elongation factor A protein 1 OS=Bos taurus OX=9913 GN=TCEA1 PE=2 SV=1
OG0010017	sp|Q9GV16|EGCSE_CYANO Endoglycoceramidase OS=Cyanea nozakii OX=135523 PE=1 SV=1
OG0010024	sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2
OG0010025	sp|Q53TS8|C2CD6_HUMAN C2 calcium-dependent domain-containing protein 6 OS=Homo sapiens OX=9606 GN=C2CD6 PE=1 SV=1
OG0010029	sp|O15992|KARG_ANTJA Arginine kinase OS=Anthopleura japonica OX=67755 PE=1 SV=1
OG0010037	sp|O89019|INVS_MOUSE Inversin OS=Mus musculus OX=10090 GN=Invs PE=1 SV=2
OG0010038	sp|P36975|SNP25_DROME Synaptosomal-associated protein 25 OS=Drosophila melanogaster OX=7227 GN=Snap25 PE=2 SV=1
OG0010039	sp|Q6GN68|SMY2B_XENLA N-lysine methyltransferase SMYD2-B OS=Xenopus laevis OX=8355 GN=smyd2-b PE=2 SV=1
OG0010042	sp|A2VE04|FRRS1_BOVIN Ferric-chelate reductase 1 OS=Bos taurus OX=9913 GN=FRRS1 PE=2 SV=1
OG0010054	sp|Q9EQY6|PIGM_RAT GPI mannosyltransferase 1 OS=Rattus norvegicus OX=10116 GN=Pigm PE=2 SV=1
OG0010057	sp|Q3ZBC0|RPAB4_BOVIN DNA-directed RNA polymerases I II and III subunit RPABC4 OS=Bos taurus OX=9913 GN=POLR2K PE=1 SV=1
OG0010063	sp|Q8RWF5|DTX6_ARATH Protein DETOXIFICATION 6 OS=Arabidopsis thaliana OX=3702 GN=DTX6 PE=2 SV=1
OG0010069	sp|Q61241|TSSK1_MOUSE Testis-specific serine/threonine-protein kinase 1 OS=Mus musculus OX=10090 GN=Tssk1b PE=1 SV=2
OG0010074	sp|Q96CD2|COAC_HUMAN Phosphopantothenoylcysteine decarboxylase OS=Homo sapiens OX=9606 GN=PPCDC PE=1 SV=2
OG0010076	sp|Q9NQ31|AKIP1_HUMAN A-kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=AKIP1 PE=1 SV=2
OG0010078	sp|Q99542|MMP19_HUMAN Matrix metalloproteinase-19 OS=Homo sapiens OX=9606 GN=MMP19 PE=1 SV=1
OG0010081	sp|Q1LWX3|NTAQ1_DANRE Protein N-terminal glutamine amidohydrolase OS=Danio rerio OX=7955 GN=wdyhv1 PE=2 SV=1
OG0010083	sp|Q6RT24|CENPE_MOUSE Centromere-associated protein E OS=Mus musculus OX=10090 GN=Cenpe PE=1 SV=1
OG0010084	sp|Q9Y3M2|CBY1_HUMAN Protein chibby homolog 1 OS=Homo sapiens OX=9606 GN=CBY1 PE=1 SV=1
OG0010085	sp|Q9UKJ5|CHIC2_HUMAN Cysteine-rich hydrophobic domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CHIC2 PE=1 SV=1
OG0010086	sp|Q8WY07|CTR3_HUMAN Cationic amino acid transporter 3 OS=Homo sapiens OX=9606 GN=SLC7A3 PE=1 SV=1
OG0010090	sp|Q8BI36|JKAMP_MOUSE JNK1/MAPK8-associated membrane protein OS=Mus musculus OX=10090 GN=Jkamp PE=1 SV=2
OG0010095	sp|P0C6B8|SVEP1_RAT Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Svep1 PE=1 SV=1
OG0010096	sp|Q9DER7|TLL1_CHICK Tolloid-like protein 1 OS=Gallus gallus OX=9031 GN=TLL1 PE=2 SV=1
OG0010108	sp|Q9JM98|WRP73_MOUSE WD repeat-containing protein WRAP73 OS=Mus musculus OX=10090 GN=Wrap73 PE=1 SV=2
OG0010110	sp|Q9BYE7|PCGF6_HUMAN Polycomb group RING finger protein 6 OS=Homo sapiens OX=9606 GN=PCGF6 PE=1 SV=2
OG0010111	sp|Q8BNQ3|G137B_MOUSE Integral membrane protein GPR137B OS=Mus musculus OX=10090 GN=Gpr137b PE=2 SV=2
OG0010115	sp|Q91XQ0|DYH8_MOUSE Dynein heavy chain 8 axonemal OS=Mus musculus OX=10090 GN=Dnah8 PE=1 SV=2
OG0010117	sp|Q8TGM6|TAR1_YEAST Protein TAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAR1 PE=2 SV=1
OG0010118	sp|P57093|PAHX_RAT Phytanoyl-CoA dioxygenase peroxisomal OS=Rattus norvegicus OX=10116 GN=Phyh PE=1 SV=2
OG0010119	sp|Q8NHY2|COP1_HUMAN E3 ubiquitin-protein ligase COP1 OS=Homo sapiens OX=9606 GN=COP1 PE=1 SV=1
OG0010121	sp|Q9D8N6|LIN37_MOUSE Protein lin-37 homolog OS=Mus musculus OX=10090 GN=Lin37 PE=1 SV=1
OG0010125	sp|Q5ZJU8|TP8L1_CHICK Tumor necrosis factor alpha-induced protein 8-like
OG0010126	sp|Q9NTM9|CUTC_HUMAN Copper homeostasis protein cutC homolog OS=Homo sapiens OX=9606 GN=CUTC PE=1 SV=1
OG0010127	sp|P61221|ABCE1_HUMAN ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1
OG0010128	sp|Q28558|MTR1L_SHEEP Melatonin-related receptor OS=Ovis aries OX=9940 GN=GPR50 PE=2 SV=2
OG0010139	sp|O75398|DEAF1_HUMAN Deformed epidermal autoregulatory factor 1 homolog OS=Homo sapiens OX=9606 GN=DEAF1 PE=1 SV=1
OG0010146	sp|P23607|ZFA_MOUSE Zinc finger autosomal protein OS=Mus musculus OX=10090 GN=Zfa PE=3 SV=1
OG0010147	sp|P0C5J2|B9D1_RAT B9 domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=B9d1 PE=2 SV=1
OG0010149	sp|O23184|CML19_ARATH Calcium-binding protein CML19 OS=Arabidopsis thaliana OX=3702 GN=CML19 PE=1 SV=1
OG0010150	sp|Q6PCS6|MTFP1_DANRE Mitochondrial fission process protein 1 OS=Danio rerio OX=7955 GN=mtfp1 PE=2 SV=1
OG0010151	sp|A4VFY4|ECTD_PSEU5 Ectoine dioxygenase OS=Pseudomonas stutzeri (strain A1501) OX=379731 GN=ectD PE=1 SV=1
OG0010153	sp|Q9GJW7|GBRAP_BOVIN Gamma-aminobutyric acid receptor-associated protein OS=Bos taurus OX=9913 GN=GABARAP PE=3 SV=2
OG0010156	sp|O88177|PEX12_RAT Peroxisome assembly protein 12 OS=Rattus norvegicus OX=10116 GN=Pex12 PE=2 SV=1
OG0010157	sp|P39806|SALM_DROVI Homeotic protein spalt-major OS=Drosophila virilis OX=7244 GN=salm PE=2 SV=1
OG0010159	sp|Q9UPG8|PLAL2_HUMAN Zinc finger protein PLAGL2 OS=Homo sapiens OX=9606 GN=PLAGL2 PE=2 SV=1
OG0010160	sp|Q5ZJ54|TCPZ_CHICK T-complex protein 1 subunit zeta OS=Gallus gallus OX=9031 GN=CCT6 PE=1 SV=3
OG0010170	sp|P25249|CYSP1_HORVU Cysteine proteinase EP-B 1 OS=Hordeum vulgare OX=4513 GN=EPB1 PE=2 SV=1
OG0010172	sp|Q8K3J5|ZN131_MOUSE Zinc finger protein 131 OS=Mus musculus OX=10090 GN=Znf131 PE=1 SV=1
OG0010177	sp|Q6PF69|MVP_XENLA Major vault protein OS=Xenopus laevis OX=8355 GN=mvp PE=2 SV=1
OG0010178	sp|A5PJX4|MIER2_BOVIN Mesoderm induction early response protein 2 OS=Bos taurus OX=9913 GN=MIER2 PE=2 SV=1
OG0010186	sp|Q2PC93|SSPO_CHICK SCO-spondin OS=Gallus gallus OX=9031 GN=SSPO PE=2 SV=1
OG0010191	sp|Q969S6|TM203_HUMAN Transmembrane protein 203 OS=Homo sapiens OX=9606 GN=TMEM203 PE=1 SV=1
OG0010193	sp|Q8W034|RNP1_ARATH Heterogeneous nuclear ribonucleoprotein 1 OS=Arabidopsis thaliana OX=3702 GN=RNP1 PE=1 SV=1
OG0010194	sp|Q174D3|MED19_AEDAE Mediator of RNA polymerase II transcription subunit 19 OS=Aedes aegypti OX=7159 GN=MED19 PE=3 SV=1
OG0010197	sp|P08478|AMDA_XENLA Peptidyl-glycine alpha-amidating monooxygenase A OS=Xenopus laevis OX=8355 GN=pam-a PE=1 SV=3
OG0010198	sp|P87377|VEGTA_XENLA T-box protein VegT-A OS=Xenopus laevis OX=8355 GN=vegt-a PE=1 SV=2
OG0010200	sp|Q6IQX8|ZN219_MOUSE Zinc finger protein 219 OS=Mus musculus OX=10090 GN=Znf219 PE=1 SV=1
OG0010201	sp|O08696|FOXM1_MOUSE Forkhead box protein M1 OS=Mus musculus OX=10090 GN=Foxm1 PE=1 SV=2
OG0010204	sp|Q0IUU4|CML2_ORYSJ Putative calmodulin-like protein 2 OS=Oryza sativa subsp. japonica OX=39947 GN=CML2 PE=3 SV=2
OG0010206	sp|P98167|SSPO_BOVIN SCO-spondin OS=Bos taurus OX=9913 GN=SSPO PE=2 SV=2
OG0010207	sp|Q9QUM7|MSH5_MOUSE MutS protein homolog 5 OS=Mus musculus OX=10090 GN=Msh5 PE=1 SV=1
OG0010210	sp|B3EWZ8|ECT_ACRMI Ectin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0010214	sp|Q26636|CATL_SARPE Cathepsin L OS=Sarcophaga peregrina OX=7386 PE=1 SV=1
OG0010215	sp|Q5UQ60|YL662_MIMIV Uncharacterized protein L662 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L662 PE=4 SV=1
OG0010218	sp|A8MV24|CQ098_HUMAN Uncharacterized protein C17orf98 OS=Homo sapiens OX=9606 GN=C17orf98 PE=4 SV=1
